"PC Name","Company", "Site", "Solution", "Product", "availableCSpace (G)","totalCSpace (G)", "availableDSpace (G)", "totalDSpace (G)" 
"US006889_9457A5EEB635","tangoe","Langley","mobilq","irt","139","233","N/A","N/A",
"US006890_DC4A3E69583D","tangoe","Langley","mobilq","irt","145","238","N/A","N/A",
"US006891_DC4A3E678DF0","tangoe","Langley","mobilq","irt","144","238","N/A","N/A",
"US006892_DC4A3E667601","tangoe","Langley","mobilq","irt","139","233","N/A","N/A",
"US006893_DC4A3E6A54A5","tangoe","Langley","mobilq","irt","145","238","N/A","N/A",
"US006894_9457A5F22EC4","tangoe","Langley","mobilq","irt","144","238","N/A","N/A",
"US006895_DC4A3E665CA4","tangoe","Langley","mobilq","irt","125","238","N/A","N/A",
"US006896_9457A5F0AEA8","assurant","louisville","mobilq","irt","134","233","N/A","N/A",
"US006897_9457A5F17A64","tangoe","Langley","mobilq","irt","145","238","N/A","N/A",
"US006898_9457A5F0AB3C","tangoe","Langley","mobilq","irt","139","233","N/A","N/A",
"US006901_9457A5EEB411","1","brampton","mobilq","greent","104","233","N/A","N/A",
"US006903_9457A5F17AF5","assurant","louisville","mobilq","irt","120","233","N/A","N/A",
"US006905_DC4A3E6DC114","tangoe","Langley","mobilq","irt","130","233","N/A","N/A",
"US006907_DC4A3E6981A7","tangoe","Langley","mobilq","irt","123","233","N/A","N/A",
"US006908_DC4A3E6957E5","clover","tokyo","mobilq","irt","140","233","N/A","N/A",
"US006909_DC4A3E665C91","clover","tokyo","mobilq","irt","141","233","N/A","N/A",
"US006910_DC4A3E694276","assurant","louisville","mobilq","irt","141","233","N/A","N/A",
"US006911_DC4A3E6D0711","assurant","louisville","mobilq","irt","134","233","N/A","N/A",
"US006913_9457A5EEB72C","tangoe","Langley","mobilq","irt","125","233","N/A","N/A",
"US006914_DC4A3E6DC10F","tangoe","Langley","mobilq","irt","140","233","N/A","N/A",
"US006915_9457A5F0AF20","assurant","louisville","mobilq","irt","132","233","N/A","N/A",
"US006916_9457A5F1696F","assurant","louisville","mobilq","irt","140","233","N/A","N/A",
"US006917_DC4A3E66E0FF","tangoe","Langley","mobilq","irt","140","233","N/A","N/A",
"US006918_9457A5EF3C5B","tangoe","Langley","mobilq","irt","140","233","N/A","N/A",
"US006919_DC4A3E665CBB","clover","tokyo","mobilq","irt","143","233","N/A","N/A",
"US006921_9457A5EEB3FD","tangoe","Langley","mobilq","irt","125","233","N/A","N/A",
"US007044_DC4A3E6AECA1","clover","tokyo","mobilq","irt","128","233","N/A","N/A",
"US007045_DC4A3E6BE9F4","clover","tokyo","mobilq","irt","132","233","N/A","N/A",
"US007046_DC4A3E65BF92","clover","tokyo","mobilq","irt","130","233","N/A","N/A",
"US007047_DC4A3E6BE9EA","clover","tokyo","mobilq","irt","131","233","N/A","N/A",
"US007048_DC4A3E6AECB7","clover","tokyo","mobilq","irt","132","233","N/A","N/A",
"US007049_DC4A3E6BEA85","clover","tokyo","mobilq","irt","128","233","N/A","N/A",
"US007050_DC4A3E65BF8B","clover","tokyo","mobilq","irt","126","233","N/A","N/A",
"US007051_DC4A3E65BF84","clover","tokyo","mobilq","irt","132","233","N/A","N/A",
"US007052_DC4A3E7895C7","clover","tokyo","mobilq","irt","132","233","N/A","N/A",
"US007053_DC4A3E788005","clover","tokyo","mobilq","irt","133","233","N/A","N/A",
"US007054_DC4A3E6BEA7B","clover","tokyo","mobilq","irt","132","233","N/A","N/A",
"US007055_DC4A3E6AECA2","clover","tokyo","mobilq","irt","132","233","N/A","N/A",
"US007056_DC4A3E65BFA1","clover","tokyo","mobilq","irt","132","233","N/A","N/A",
"US007057_DC4A3E6AEC77","clover","tokyo","mobilq","irt","114","233","N/A","N/A",
"US007058_DC4A3E788029","Sprint","Louisville","mobilq","irt","167","233","N/A","N/A",
"US007059_DC4A3E6AFFBA","Sprint","Louisville","mobilq","irt","178","233","N/A","N/A",
"US007060_DC4A3E6BEA7F","Sprint","Louisville","mobilq","irt","185","233","N/A","N/A",
"US007062_DC4A3E6BEA83","Sprint","Louisville","mobilq","irt","178","233","N/A","N/A",
"US007064_DC4A3E6BE825","Sprint","Louisville","mobilq","irt","179","233","N/A","N/A",
"US007065_DC4A3E65BFD5","clover","tokyo","mobilq","irt","134","233","N/A","N/A",
"US007066_DC4A3E65BF9F","Sprint","Louisville","mobilq","irt","183","233","N/A","N/A",
"US007068_DC4A3E6BEA9A","clover","tokyo","mobilq","irt","133","233","N/A","N/A",
"US007360_9C8E99DD0868","newaya","bstar_hongkong","mobilq","irt","608","698","N/A","N/A",
"USBLM-000866_B8CA3AA62B3B","moduslink","bloomington","allinone","greent","35","232","0","0",
"USMIA-PC005033_4437E6876FC9","Moduslink Miami","Miami","allinone","greent","251","454","N/A","N/A",
"USMIA-PC013098_8C89A571CED6","Moduslink Miami","Miami","allinone","greent","30","297","N/A","N/A",
"USNAS-PC000863_B8CA3AA3485E","moduslink","bloomington","allinone","greent","70","232","N/A","N/A",
"USNAS-PC000882_B8CA3AA69847","moduslink","bloomington","allinone","greent","109","232","N/A","N/A",
"USNAS-PC000964_F8B156A07ABC","moduslink","bloomington","allinone","greent","148","232","N/A","N/A",
"USNAS-PC007861_B8CA3A7DB32E","moduslink","bloomington","allinone","greent","110","232","N/A","N/A",
"USNAS-PC007862_B8CA3A7BAD7E","moduslink","bloomington","allinone","greent","107","232","N/A","N/A",
"USNAS-PC007869_B8CA3A7DB225","moduslink","bloomington","allinone","greent","110","232","N/A","N/A",
"USNAS-PC007873_B8CA3A7DB824","moduslink","bloomington","allinone","greent","108","232","N/A","N/A",
"USNAS-PC007875_B8CA3A7DB544","moduslink","bloomington","allinone","greent","51","232","N/A","N/A",
"USNAS-PC007878_B8CA3A7DB6C5","moduslink","bloomington","allinone","greent","54","232","N/A","N/A",
"USNAS-PC007879_B8CA3A7DB8A0","moduslink","bloomington","allinone","greent","114","232","N/A","N/A",
"USNAS-PC007899_B8CA3A7EB643","moduslink","bloomington","allinone","greent","121","232","N/A","N/A",
"USNAS-PC007902_B8CA3A878118","moduslink","bloomington","allinone","greent","113","232","N/A","N/A",
"USNAS-PC007918_B8CA3A8782E7","moduslink","bloomington","allinone","greent","115","232","N/A","N/A",
"USNAS-PC007924_B8CA3A87823C","moduslink","bloomington","allinone","greent","111","232","N/A","N/A",
"USNAS-PC007952_B8CA3AA44F39","moduslink","bloomington","allinone","greent","55","232","N/A","N/A",
"USNAS-PC007954_B8CA3AA5F64D","moduslink","bloomington","allinone","greent","50","232","N/A","N/A",
"USNAS-PC007955_B8CA3AA44B7F","moduslink","bloomington","allinone","greent","118","232","N/A","N/A",
"USNAS-PC007960_B8CA3AA6A271","moduslink","bloomington","allinone","greent","110","232","N/A","N/A",
"USNAS-PC007964_B8CA3AA5F99F","moduslink","bloomington","allinone","greent","107","232","N/A","N/A",
"USNAS-PC007965_B8CA3AA44F2A","moduslink","bloomington","allinone","greent","109","232","N/A","N/A",
"USNAS-PC00971_B8CA3AAF22E0","moduslink","bloomington","allinone","greent","120","232","N/A","N/A",
"USNAS-PC013527_D4BED9A13FBE","moduslink","bloomington","allinone","greent","114","232","N/A","N/A",
"USNAS-PC013702_90B11C5EE3FB","moduslink","bloomington","allinone","greent","69","232","N/A","N/A",
"USNAS-PC013758_90B11C5BC6E1","moduslink","bloomington","allinone","greent","128","232","N/A","N/A",
"USNAS-PC013762_D4BED9A569CC","moduslink","bloomington","allinone","greent","114","232","N/A","N/A",
"USNAS-PC013773_90B11C5EE7DA","moduslink","bloomington","allinone","greent","144","232","N/A","N/A",
"USNAS-PC013866_90B11C6599E1","moduslink_generic","bloomington","allinone","greent","187","232","N/A","N/A",
"USNAS-PC013868_90B11C65EE66","moduslink","bloomington","allinone","greent","115","232","N/A","N/A",
"USNAS-PC013870_90B11C64F522","moduslink","bloomington","allinone","greent","114","232","N/A","N/A",
"USNAS-PC013919_90B11C6714C9","moduslink","bloomington","allinone","greent","90","232","N/A","N/A",
"USNAS-PC013944_18037333DB35","moduslink","bloomington","allinone","greent","111","232","N/A","N/A",
"USNAS-PC013948_90B11C65A206","moduslink","bloomington","allinone","greent","109","232","N/A","N/A",
"USNAS-PC013955_90B11C65F37C","moduslink","bloomington","allinone","greent","155","232","N/A","N/A",
"USNAS-PC013996_90B11C659CC7","moduslink","bloomington","allinone","greent","113","232","N/A","N/A",
"USNAS-PC100062_F8B156C9932A","moduslink","bloomington","allinone","greent","226","465","N/A","N/A",
"USNAS-PC100063_F8B156C982C9","moduslink","bloomington","allinone","greent","177","465","N/A","N/A",
"USNAS-PC100080_F8B156CA24C2","moduslink","bloomington","allinone","greent","115","232","N/A","N/A",
"USNAS-PC100116_F8B156C64CF5","moduslink","bloomington","allinone","greent","111","232","N/A","N/A",
"USNAS-PC100120_F8B156CAF6BA","moduslink","bloomington","allinone","greent","335","465","N/A","N/A",
"USNAS-PC100152_F8B156C3A17E","moduslink","bloomington","allinone","greent","151","232","N/A","N/A",
"USNAS-PC100171_B8CA3AAF1C9D","moduslink","bloomington","allinone","greent","111","232","N/A","N/A",
"WIN7_32BIT-PC_A088B48CDAB0","gazelle","brampton","mobilq","mobileq","130","229","130","229",
"WIN81_64_NEW_00E04C450A8D","GameStop","Exodus Wireless CA","ECS CMC","mobileinspector","175","309","N/A","N/A",
"WS0024_D43D7E93E71E","cexchange","dallas","allinone","greent","785","931","N/A","N/A",
"WS0089_D8CB8A6FC0FF","cexchange","dallas","allinone","greent","177","297","N/A","N/A",
"WS0162_D8CB8A6FC101","cexchange","dallas","allinone","greent","230","297","N/A","N/A",
"X220_WIN81_F0DEF16E4B99","ups","Compucycle","stage","greenT","137","249","161","250",
